word,count
pressure,1
suppress,1
benedetto,2
lanfranchi,2
citadel,1
secrecy,1
bonifacio,1
cerchi,1
suffering,2
exile,1
securing,1
motion,1
montelupo,1
empoli,2
prospects,1
stronger,1
gusciana,1
victualled,1
wide,2
expanse,1
decide,1
shoulders,1
ordering,1
charged,1
bed,2
deep,1
rolled,1
riders,1
stuck,1
treacherous,1
bucklers,1
javelins,1
shouts,1
faces,1
trampled,1
crossing,2
strove,1
shouted,1
reproached,2
inferiority,1
across,1
lance,1
javelin,1
attempted,1
falconi,1
taddeo,4
slaughter,1
infinitely,1
thirty-one,1
seventy,1
fatigued,2
saddle,1
governorships,1
subjugated,1
outraged,1
arbitrament,1
endow,1
surmount,1
stranger,1
deflect,1
vast,1
deeply,2
unreliable,1
canst,1
reliance,1
prestige,1
knowest,1
conduce,1
wilt,2
doubly,1
sign,1
exceptional,1
earlier,1
stature,1
proportioned,1
urbanity,1
snowed,1
achieving,1
answers,1
listened,2
sharply,2
partridge,1
spat,2
scorned,1
saturate,1
fishes,1
sumptuously,1
splendidly,1
ashamed,1
comest,1
knot,1
fool,2
professed,1
eat,3
piece,1
wood,1
boasting,1
remembering,1
drink,1
girl,1
undignified,1
foods,1
gluttonous,1
rich,2
hung,1
representing,1
flowers,1
foliage,1
beautiful,2
spit,1
ladies,1
reproved,2
feet,1
hell,1
blindfolded,1
oration,1
wives,2
laugh,1
instrumental,1
glass,1
downwards,1
inferno,1
sayings,1
witty,1
forty-four,1
memorials,1
chained,1
testify,1
associated,8
files,2
formats,2
http,8
renamed,1
creating,4
print,1
owns,2
copyright,14
distribute,6
royalties,2
copying,4
distributing,7
concept,2
specific,1
complying,3
creation,1
research,2
modified,1
printed,2
away--you,1
practically,1
commercial,1
section,7
redistributing,2
cease,1
fee,8
entity,3
lot,1
archive,13
compilation,1
located,4
performing,3
references,2
format,4
downloading,1
status,4
active,2
links,3
indicating,1
fees,4
paragraphs,3
imposed,1
remove,1
containing,1
convert,1
compressed,1
marked,2
including,8
processing,1
ascii,2
site,4
alternate,1
viewing,1
gross,1
derive,1
calculated,1
calculate,1
donate,4
legally,1
donations,15
e-mail,1
s,6
medium,5
accordance,2
replacement,5
michael,2
hart,2
volunteers,6
employees,2
expend,1
considerable,2
effort,2
proofread,1
limited,5
inaccurate,1
data,1
transcription,1
damaged,1
computer,2
disclaimer,3
damages,4
disclaim,1
legal,2
negligence,1
actual,1
indirect,1
consequential,1
explanation,2
problem,1
warranties,3
merchantibility,1
exclusion,1
limitation,3
types,1
interpreted,1
unenforceability,1
promotion,1
harmless,1
additions,1
deletions,1
readable,2
middle-aged,1
exists,1
critical,1
gutenberg-tm's,1
goals,1
ensuring,1
educational,1
mississippi,1
federal,2
identification,1
deductible,1
u,3
state's,1
dr,2
ak,1
locations,2
lake,1
email,3
newby,1
director,1
gbnewby,1
licensed,1
outdated,1
irs,1
charitable,1
uniform,1
paperwork,1
confirmation,1
determine,1
prohibition,1
donors,1
statements,1
swamp,1
pages,1
current,1
professor,1
originator,1
loose,1
volunteer,1
pg,1
search,1
facility,1
includes,1
subscribe,1
newsletter,1
